date,timestamp_tdt,tdt_jd,ra_deg,dec_deg,ecliptic_lon_deg,quality_flag,cmc_object_code,source_volume,source_catalog
1993-05-08,1993-05-08T05:54:21,2449115.74608,127.8360250000,20.7884694444,125.0129632869,,479,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-09,1993-05-09T05:52:27,2449116.74476,128.3509500000,20.6496833333,125.5141722986,,480,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-12,1993-05-12T05:46:52,2449119.74088,129.9040833333,20.2224694444,127.0309312421,,481,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-13,1993-05-13T05:45:00,2449120.73959,130.4243333333,20.0761750000,127.5407677536,,482,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-19,1993-05-19T05:33:57,2449126.73192,133.5706708333,19.1611250000,130.6423977694,,483,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-21,1993-05-21T05:30:19,2449128.72939,134.6281000000,18.8414416667,131.6920638137,,484,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-22,1993-05-22T05:28:30,2449129.72813,135.1579166667,18.6789805556,132.2193788246,,485,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-23,1993-05-23T05:26:40,2449130.72686,135.6889750000,18.5146083333,132.7488639051,,486,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-24,1993-05-24T05:24:52,2449131.72561,136.2208916667,18.3485611111,133.2801094418,,487,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-28,1993-05-28T05:17:39,2449135.72060,138.3561541667,17.6665333333,135.4222134925,,488,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-29,1993-05-29T05:15:52,2449136.71936,138.8917875000,17.4914833333,135.9619964192,,489,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-05-30,1993-05-30T05:14:05,2449137.71812,139.4279625000,17.3149305556,136.5032282309,,490,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-06-03,1993-06-03T05:06:56,2449141.71315,141.5781708333,16.5919611111,138.6833116578,,491,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-06-17,1993-06-17T04:42:08,2449155.69593,149.1618666667,13.8566944444,146.4940466382,,492,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-10-29,1994-10-29T11:42:08,2449654.98760,136.1054625000,18.3157583333,133.1845332937,,493,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-03,1994-11-03T11:32:17,2449659.98076,138.5628541667,17.7223722222,135.5936337150,,494,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-04,1994-11-04T11:30:15,2449660.97935,139.0406625000,17.6045055556,136.0635133049,,495,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-05,1994-11-05T11:28:13,2449661.97793,139.5136541667,17.4871722222,136.5290845238,,496,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-07,1994-11-07T11:24:04,2449663.97505,140.4462333333,17.2536055556,137.4483806438,,497,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-08,1994-11-08T11:21:58,2449664.97359,140.9052291667,17.1375944444,137.9014884561,,498,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-12,1994-11-12T11:13:22,2449668.96762,142.6911208333,16.6814666667,139.6679744009,,499,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-14,1994-11-14T11:08:57,2449670.96455,143.5537625000,16.4584527778,140.5232319361,,500,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-15,1994-11-15T11:06:43,2449671.96300,143.9771291667,16.3483972222,140.9434364449,,501,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-19,1994-11-19T10:57:31,2449675.95661,145.6171083333,15.9202111111,142.5734090301,,502,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-20,1994-11-20T10:55:10,2449676.95498,146.0134791667,15.8164250000,142.9678416380,,503,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-22,1994-11-22T10:50:23,2449678.95166,146.7885541667,15.6134805556,143.7395465144,,504,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-23,1994-11-23T10:47:58,2449679.94998,147.1671791667,15.5142333333,144.1167608192,,505,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-24,1994-11-24T10:45:32,2449680.94829,147.5398208333,15.4169694444,144.4880007215,,506,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-29,1994-11-29T10:32:55,2449685.93953,149.3081208333,14.9582916667,146.2503155895,,507,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-11-30,1994-11-30T10:30:19,2449686.93773,149.6417916667,14.8729666667,146.5827304001,,508,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-01,1994-12-01T10:27:41,2449687.93590,149.9686333333,14.7900333333,146.9082051067,,509,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-02,1994-12-02T10:25:02,2449688.93406,150.2884833333,14.7091111111,147.2267156356,,510,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-03,1994-12-03T10:22:21,2449689.93219,150.6011416667,14.6307388889,147.5378866486,,511,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-07,1994-12-07T10:11:20,2449693.92454,151.7770916667,14.3434000000,148.7062799418,,512,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-08,1994-12-08T10:08:29,2449694.92256,152.0519166667,14.2782611111,148.9787668981,,513,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-12,1994-12-12T09:56:49,2449698.91446,153.0697458333,14.0482416667,149.9843602661,,514,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-20,1994-12-20T09:31:49,2449706.89710,154.6882041667,13.7470027778,151.5612740349,,515,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-21,1994-12-21T09:28:32,2449707.89482,154.8480875000,13.7259416667,151.7139555865,,516,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-22,1994-12-22T09:25:12,2449708.89250,154.9980208333,13.7086333333,151.8562516972,,517,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-23,1994-12-23T09:21:48,2449709.89015,155.1376000000,13.6954944444,151.9876418770,,518,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-23,1994-12-23T16:40:03,2449710.19448,155.1779875000,13.6921944444,152.0254772525,,519,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-26,1994-12-26T09:11:26,2449712.88294,155.4931916667,13.6808916667,152.3154974501,,520,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-26,1994-12-26T16:29:38,2449713.18725,155.5237250000,13.6816277778,152.3429230237,,521,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-27,1994-12-27T09:07:54,2449713.88049,155.5898958333,13.6843444444,152.4019481721,,522,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1994-12-28,1994-12-28T09:04:18,2449714.87799,155.6754291667,13.6927638889,152.4764529573,,523,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-01,1995-01-01T16:07:35,2449719.17194,155.9115750000,13.7786388889,152.6592692097,,524,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-03,1995-01-03T15:59:51,2449721.16657,155.9454250000,13.8474361111,152.6648632199,,525,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-04,1995-01-04T15:55:55,2449722.16384,155.9441916667,13.8886805556,152.6487053888,,526,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-05,1995-01-05T08:33:53,2449722.85687,155.9357333333,13.9203388889,152.6294976987,,527,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-05,1995-01-05T15:51:55,2449723.16106,155.9301458333,13.9347444444,152.6191828986,,528,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-06,1995-01-06T08:29:51,2449723.85407,155.9129625000,13.9694888889,152.5909486254,,529,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-06,1995-01-06T15:47:53,2449724.15826,155.9036708333,13.9852416667,152.5767889627,,530,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-10,1995-01-10T15:31:14,2449728.14669,155.6700791667,14.2338833333,152.2747013871,,531,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-11,1995-01-11T15:26:56,2449729.14371,155.5795708333,14.3075611111,152.1659735713,,532,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-12,1995-01-12T15:22:35,2449730.14069,155.4758875000,14.3854722222,152.0438180193,,533,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-13,1995-01-13T08:00:16,2449730.83353,155.3960416667,14.4423861111,151.9508940753,,534,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-13,1995-01-13T15:18:12,2449731.13764,155.3594208333,14.4679055556,151.9084943463,,535,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-14,1995-01-14T15:13:45,2449732.13455,155.2295375000,14.5545527778,151.7595527545,,536,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-15,1995-01-15T15:09:14,2449733.13142,155.0871791667,14.6458194444,151.5977096004,,537,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-16,1995-01-16T15:04:42,2449734.12827,154.9316000000,14.7407083333,151.4226644095,,538,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-17,1995-01-17T07:42:14,2449734.82100,154.8155375000,14.8095250000,151.2928388822,,539,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-17,1995-01-17T15:00:05,2449735.12506,154.7632166667,14.8402500000,151.2344336816,,540,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-20,1995-01-20T14:45:58,2449738.11526,154.1802333333,15.1612777778,150.5918532947,,541,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-25,1995-01-25T07:03:42,2449742.79424,153.0418208333,15.7266888889,149.3615987824,,542,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-26,1995-01-26T06:58:40,2449743.79075,152.7657958333,15.8555388889,149.0667076700,,543,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-27,1995-01-27T06:53:35,2449744.78722,152.4782000000,15.9865194444,148.7607997012,,544,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-29,1995-01-29T14:00:59,2449747.08402,151.7755750000,16.2965305556,148.0177352173,,545,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-01-31,1995-01-31T06:32:52,2449748.77283,151.2236583333,16.5303583333,147.4382066928,,546,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-01,1995-02-01T06:27:35,2449749.76916,150.8862333333,16.6696361111,147.0855020846,,547,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-06,1995-02-06T13:18:21,2449755.05441,148.9707875000,17.4142111111,145.1036315488,,548,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-08,1995-02-08T13:07:26,2449757.04684,148.2066500000,17.6911305556,144.3218716599,,549,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-09,1995-02-09T13:01:56,2449758.04302,147.8187166667,17.8274472222,143.9268517762,,550,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-10,1995-02-10T12:56:28,2449759.03922,147.4282041667,17.9624777778,143.5302182347,,551,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-12,1995-02-12T12:45:28,2449761.03158,146.6413250000,18.2260638889,142.7346712753,,552,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-13,1995-02-13T12:39:57,2449762.02775,146.2469625000,18.3541111111,142.3377152755,,553,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-14,1995-02-14T12:34:27,2449763.02393,145.8525041667,18.4796083333,141.9417769599,,554,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-15,1995-02-15T12:28:57,2449764.02011,145.4588375000,18.6021111111,141.5477905348,,555,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-16,1995-02-16T12:23:27,2449765.01629,145.0668000000,18.7214277778,141.1565588962,,556,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-23,1995-02-23T04:27:46,2449771.68595,142.5345291667,19.4262250000,138.6562790049,,557,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-24,1995-02-24T11:40:03,2449772.98615,142.0717375000,19.5417083333,138.2045119060,,558,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-25,1995-02-25T11:34:44,2449773.98246,141.7249666667,19.6250527778,137.8671703323,,559,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-02-26,1995-02-26T11:29:27,2449774.97879,141.3867583333,19.7039583333,137.5390327355,,560,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-02,1995-03-02T03:51:00,2449778.66042,140.2179625000,19.9540138889,136.4129433915,,561,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-02,1995-03-02T11:08:43,2449778.96439,140.1281708333,19.9715500000,136.3269981833,,562,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-05,1995-03-05T10:53:36,2449781.95389,139.2961500000,20.1219500000,135.5345754641,,563,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-07,1995-03-07T03:25:58,2449783.64304,138.8727541667,20.1880305556,135.1346464497,,564,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-07,1995-03-07T10:43:45,2449783.94705,138.8008583333,20.1983777778,135.0670055449,,565,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-08,1995-03-08T10:38:54,2449784.94369,138.5715416667,20.2294527778,134.8518483798,,566,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-10,1995-03-10T03:11:32,2449786.63302,138.2117666667,20.2715277778,134.5163015597,,567,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-11,1995-03-11T03:06:50,2449787.62975,138.0169916667,20.2904388889,134.3357944058,,568,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-11,1995-03-11T10:24:41,2449787.93381,137.9604916667,20.2952611111,134.2836290727,,569,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-12,1995-03-12T03:02:10,2449788.62651,137.8352958333,20.3046138889,134.1684299757,,570,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-14,1995-03-14T02:53:01,2449790.62016,137.5112250000,20.3198888889,133.8728417138,,571,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-14,1995-03-14T10:10:55,2449790.92425,137.4667666667,20.3209500000,133.8325901732,,572,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-15,1995-03-15T02:48:32,2449791.61704,137.3690166667,20.3212111111,133.7446926230,,573,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-16,1995-03-16T02:44:05,2449792.61395,137.2398041667,20.3182972222,133.6294439031,,574,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-17,1995-03-17T02:39:41,2449793.61090,137.1233250000,20.3114416667,133.5267713880,,575,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-17,1995-03-17T09:57:37,2449793.91502,137.0909708333,20.3087083333,133.4984907657,,576,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-18,1995-03-18T02:35:20,2449794.60788,137.0205458333,20.3005194444,133.4375799244,,577,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-18,1995-03-18T09:53:17,2449794.91201,136.9919625000,20.2966055556,133.4130272934,,578,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-19,1995-03-19T02:31:02,2449795.60489,136.9306666667,20.2856444444,133.3611175603,,579,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-19,1995-03-19T09:49:01,2449795.90904,136.9059458333,20.2805138889,133.3403861298,,580,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-22,1995-03-22T02:18:29,2449798.59617,136.7380500000,20.2183666667,133.2074723127,,581,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-22,1995-03-22T09:36:30,2449798.90035,136.7247583333,20.2096916667,133.1980357816,,582,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-23,1995-03-23T02:14:24,2449799.59334,136.6991041667,20.1882500000,133.1811835672,,583,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-25,1995-03-25T02:06:22,2449801.58776,136.6594500000,20.1179972222,133.1658963629,,584,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-26,1995-03-26T02:02:26,2449802.58503,136.6580750000,20.0776583333,133.1763690920,,585,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-27,1995-03-27T09:16:38,2449803.88656,136.6744875000,20.0200138889,133.2078854416,,586,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-30,1995-03-30T09:05:17,2449806.87868,136.7892833333,19.8660694444,133.3560557484,,587,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-03-31,1995-03-31T09:01:36,2449807.87612,136.8510625000,19.8083027778,133.4285555858,,588,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-01,1995-04-01T01:39:49,2449808.56932,136.9009208333,19.7662388889,133.4857597350,,589,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-02,1995-04-02T01:36:13,2449809.56682,136.9817791667,19.7033805556,133.5770037417,,590,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-03,1995-04-03T01:32:38,2449810.56434,137.0733791667,19.6375444444,133.6788483609,,591,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-04,1995-04-04T01:29:07,2449811.56189,137.1761083333,19.5688777778,133.7916107619,,592,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-06,1995-04-06T01:22:12,2449813.55709,137.4133958333,19.4226583333,134.0486424548,,593,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-06,1995-04-06T08:40:25,2449813.86141,137.4527875000,19.3996083333,134.0909775861,,594,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-07,1995-04-07T01:18:47,2449814.55472,137.5472833333,19.3455416667,134.1922007173,,595,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-08,1995-04-08T01:15:27,2449815.55240,137.6912666667,19.2655694444,134.3457962950,,596,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-08,1995-04-08T08:33:42,2449815.85674,137.7367291667,19.2409944444,134.3941117602,,597,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-12,1995-04-12T08:20:42,2449819.84771,138.4191875000,18.8919388889,135.1144417780,,598,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-15,1995-04-15T08:11:18,2449822.84119,139.0238125000,18.6039944444,135.7475986405,,599,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-16,1995-04-16T00:49:54,2449823.53466,139.1751791667,18.5338916667,135.9056934457,,600,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-17,1995-04-17T00:46:53,2449824.53256,139.3990500000,18.4315666667,136.1392330893,,601,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-19,1995-04-19T00:40:53,2449826.52840,139.8699458333,18.2196083333,136.6299561613,,602,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-20,1995-04-20T00:37:56,2449827.52635,140.1168500000,18.1103027778,136.8869527576,,603,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-22,1995-04-22T00:32:08,2449829.52232,140.6321583333,17.8847388889,137.4230823297,,604,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-23,1995-04-23T00:29:16,2449830.52033,140.9003666667,17.7687083333,137.7019891824,,605,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-28,1995-04-28T07:33:48,2449835.81514,142.4331708333,17.1162250000,139.2961795380,,606,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-04-29,1995-04-29T07:31:05,2449836.81326,142.7419875000,16.9864166667,139.6175499352,,607,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-05-03,1995-05-03T07:20:31,2449840.80592,144.0350208333,16.4462583333,140.9645144433,,608,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-05-08,1995-05-08T07:07:47,2449845.79708,145.7697625000,15.7254694444,142.7762634164,,609,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-05-10,1995-05-10T07:02:48,2449847.79362,146.4968791667,15.4234638889,143.5375426218,,610,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1995-05-12,1995-05-12T06:57:55,2449849.79023,147.2416375000,15.1139527778,144.3184854827,,611,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
